id,species,genotype,site,subsystem,tank,rack,qty,size
,PS,PS7,Mote Islamorada [In Situ],,,Red84,173,0
,PC,PC38,Mote Looe Key [In Situ],,,PC-38,168,0
,OA,OA9,Mote Looe Key [In Situ],,,OA-9,158,0
,MC,MC95,Mote Looe Key [In Situ],,,MC-94,112,0
,MC,MC95,Mote Looe Key [In Situ],,,MC-95,112,0
,OF,OF934,Mote Islamorada [In Situ],,,Red94,110,0
,OF,OF1008,Mote Islamorada [In Situ],,,Blue05,108,0
,AC,AC10,Mote Looe Key [In Situ],,,X,100,0
,AC,AC31,Mote Looe Key [In Situ],,,X,100,0
,AC,AC3,Mote Looe Key [In Situ],,,AC-3,100,0
,AC,AC10,Mote Sand Key [In Situ],,,10,100,0
,AC,AC5,Mote Islamorada [In Situ],,,Red24,100,0
,AC,AC5,Mote Islamorada [In Situ],,,Red34,100,0
,AC,AC20,Mote Key Largo [In Situ],,,Red03,100,0
,AC,AC3,Mote Key Largo [In Situ],,,Red04,100,0
,AC,AC76,Mote Key Largo [In Situ],,,Red05,100,0
,AC,AC20,Mote Key Largo [In Situ],,,Blue13,100,0
,AC,AC3,Mote Key Largo [In Situ],,,Blue14,100,0
,AC,AC76,Mote Key Largo [In Situ],,,Blue05,100,0
,AC,AC58,Mote Key Largo [In Situ],,,Blue17,100,0
,AC,AC58,Mote Key Largo [In Situ],,,Blue20,100,0
,AC,AC5,Mote Key Largo [In Situ],,,Blue10,100,0
,AC,AC62,Mote Key Largo [In Situ],,,Blue02,100,0
,AC,AC5,Mote Islamorada [In Situ],,,Red04,100,0
,AC,AC7,Mote Islamorada [In Situ],,,Red05,100,0
,AC,AC88,Mote Key Largo [In Situ],,,Blue23,100,0
,AC,AC2580,Mote Looe Key [In Situ],,,FM-18,100,0
,AC,AC2603,Mote Looe Key [In Situ],,,NB-4,100,0
,AC,AC2616,Mote Looe Key [In Situ],,,NB-5a,100,0
,AC,AC2603,Mote Looe Key [In Situ],,,NB-4,100,0
,AC,AC2627,Mote Looe Key [In Situ],,,RD-2,100,0
,AC,AC2627,Mote Looe Key [In Situ],,,RD-2,100,0
,AC,AC2638,Mote Looe Key [In Situ],,,RD-30,100,0
,AC,AC2635,Mote Looe Key [In Situ],,,RD-16,100,0
,AC,AC31,Mote Looe Key [In Situ],,,X,100,0
,AC,AC10,Mote Looe Key [In Situ],,,AC-10,100,0
,AC,AC51,Mote Looe Key [In Situ],,,AC-51,100,0
,AC,AC36,Mote Looe Key [In Situ],,,AC-36,100,0
,AC,AC34,Mote Looe Key [In Situ],,,AC-34,100,0
,AC,AC80,Mote Looe Key [In Situ],,,AC-80,100,0
,AC,AC84,Mote Looe Key [In Situ],,,AC-84,100,0
,AC,AC80,Mote Looe Key [In Situ],,,AC-80,100,0
,AC,AC75,Mote Looe Key [In Situ],,,AC-75,100,0
,AC,AC62,Mote Looe Key [In Situ],,,AC-62,100,0
,AC,AC58,Mote Looe Key [In Situ],,,AC-58,100,0
,AC,AC1962,Mote Looe Key [In Situ],,,AC-1962,100,0
,AC,AC1287,Mote Looe Key [In Situ],,,AC-1287,100,0
,AC,AC2627,Mote Sand Key [In Situ],,,RD-2,100,0
,AC,AC31,Mote Sand Key [In Situ],,,31,100,0
,AC,AC80,Mote Sand Key [In Situ],,,80,100,0
,AC,AC2603,Mote Sand Key [In Situ],,,NB-4,100,0
,AC,AC51,Mote Sand Key [In Situ],,,51,100,0
,AC,AC62,Mote Sand Key [In Situ],,,62,100,0
,PS,PS23,Mote Looe Key [In Situ],,,PS-23,96,0
,AC,AC8,Mote Key Largo [In Situ],,,Red01,95,0
,AC,AC75,Mote Key Largo [In Situ],,,Red02,95,0
,AC,AC8,Mote Key Largo [In Situ],,,Blue11,95,0
,AC,AC75,Mote Key Largo [In Situ],,,Blue22,95,0
,PC,PC52,Mote Summerland,,Unassigned,R12,90,0.5
,PC,PC26,Mote Key Largo [In Situ],,,Red01,90,0
,AC,AC13,Mote Key Largo [In Situ],,,Red02,90,0
,PC,PC26,Mote Key Largo [In Situ],,,Blue51,90,0
,AC,AC62,Mote Key Largo [In Situ],,,Blue21,90,0
,AC,AC13,Mote Key Largo [In Situ],,,Blue12,90,0
,DL,DL20,Mote Looe Key [In Situ],,,DL-20,89,0
,PC,PC39,Mote Looe Key [In Situ],,,PC-39,88,0
,OF,OF775,Mote Summerland,All Summerland,E5,R1126,87,0.25
,PC,PC12,Mote Looe Key [In Situ],,,PC-12,87,0
,AC,AC4,Mote Key Largo [In Situ],,,Blue15,85,0
,CN,CN7,Mote Looe Key [In Situ],,,CN-7/31,83,0
,AC,AC2501,Mote Looe Key [In Situ],,,CU-001,80,0
,MC,MC75,Mote Looe Key [In Situ],,,MC-74,80,0
,MC,MC75,Mote Looe Key [In Situ],,,MC-75,80,0
,AC,AC1,Mote Key Largo [In Situ],,,Red09,80,0
,AC,AC1,Mote Key Largo [In Situ],,,Blue09,80,0
,AC,AC2508,Mote Looe Key [In Situ],,,CU-020,80,0
,AC,AC2651,Mote Looe Key [In Situ],,,T-DT-1,80,0
,PC,PC16,Mote Summerland,All Summerland,D5,R1180,79,0.75
,ASTREOIDES,PA93,Mote Summerland,All Summerland,C6,R1384,79,0.25
,OF,OF775,Mote Summerland,All Summerland,E5,R686,79,0.5
,OF,OF457,Mote Summerland,All Summerland,A5,R1645,79,0.25
,OF,OF457,Mote Summerland,All Summerland,A5,R1645,79,0.25
,OF,OF987,Mote Summerland,All Summerland,D5,R735,78,0.25
,OF,OF985,Mote Summerland,All Summerland,B2,R1264,78,0.25
,PS,PS8,Mote Summerland,All Summerland,D2,R1382,76,0.25
,PC,PC46,Mote Key Largo [In Situ],,,Red03,76,0
,PC,PC46,Mote Key Largo [In Situ],,,Blue93,76,0
,AC,AC88,Mote Key Largo [In Situ],,,Red03,75,0
,OF,OF1035,Mote Summerland,All Summerland,A6,R2000,74,0.5
,PS,PS13,Mote Summerland,All Summerland,D5,R1494,73,0.5
,OF,OF61,Mote Summerland,All Summerland,A5,R975,72,0.25
,PS,PS45,Mote Key Largo [In Situ],,,Red04,72,0
,PS,PS45,Mote Key Largo [In Situ],,,Red04,72,0
,OF,OF999,Mote Summerland,All Summerland,E1,R942,71,0.5
,MC,MC57,Mote Summerland,All Summerland,E1,R1033,71,0.5
,PC,PC56,Mote Summerland,All Summerland,F7,R1856,71,0.75
,OF,OF187,Mote Looe Key [In Situ],,,OF-924,71,0
,PA,PA403,Mote Summerland,All Summerland,A1,R1639,71,0.25
,OF,OF980,Mote Summerland,All Summerland,A2,R847,71,0.25
,ASTREOIDES,PA26,Mote Summerland,All Summerland,C3,R1422,70,0.25
,ASTREOIDES,PA50,Mote Summerland,All Summerland,C3,R1096,70,0.25
,INTERSEPTA,SI13,Mote Summerland,All Summerland,C3,R1393,70,0.25
,PC,PC19,Mote Summerland,All Summerland,E6,R1461,70,0.75
,OF,OF773,Mote Summerland,All Summerland,E3,R1560,70,0.25
,OF,OF3,Mote Summerland,All Summerland,A6,R1632,70,0.25
,INTERSEPTA,SI13,Mote Summerland,All Summerland,C3,R1258,70,0.5
,INTERSEPTA,SI13,Mote Summerland,All Summerland,C3,R1127,70,0.5
,AC,AC2518,Mote Looe Key [In Situ],,,CU-041,70,0
,MC,MC204,Mote Summerland,All Summerland,A5,R1788,70,0.25
,PC,PC41,Mote Summerland,All Summerland,A1,R1707,70,0.25
,PS,PS43,Mote Summerland,All Summerland,A1,R1662,70,0.25
,OF,OF988,Mote Summerland,All Summerland,A1,R2004,70,0.25
,OF,OF993,Mote Summerland,All Summerland,A1,R1968,70,0.25
,OF,OF800,Mote Summerland,All Summerland,B5,R1254,70,0.25
,PC,PC19,Mote Summerland,All Summerland,B5,R1999,70,0.25
,MC,MC106,Mote Summerland,All Summerland,A2,R45,70,0.25
,MC,MC204,Mote Key Largo [In Situ],,,Red03,70,0
,MC,MC204,Mote Key Largo [In Situ],,,Blue93,70,0
,AC,AC8,Mote Islamorada [In Situ],,,Red06,70,0
,OF,OF985,Mote Summerland,All Summerland,A4,R1178,70,0.25
,AC,AC77,Mote Looe Key [In Situ],,,AC-77,70,0
,PC,PC35,Mote Looe Key [In Situ],,,PC-35,70,0
,AC,AC5,Mote Islamorada [In Situ],,,Red14,69,0
,OF,OF980,Mote Summerland,All Summerland,H4,R804,69,0.5
,OF,OF999,Mote Summerland,All Summerland,E1,R1067,69,0.5
,OF,OF999,Mote Summerland,All Summerland,E1,R1117,69,0.5
,PS,PS49,Mote Summerland,All Summerland,A1,R73,69,0.25
,MC,MC127,Mote Summerland,All Summerland,A4,R1840,69,0.25
,PC,PC19,Mote Summerland,All Summerland,B6,R974,69,0.25
,PS,PS6,Mote Summerland,All Summerland,C6,R1656,69,0.25
,OF,OF61,Mote Summerland,All Summerland,A4,R868,69,0.25
,MC,MC92,Mote Looe Key [In Situ],,,MC MIX3,69,0
,OF,OF976,Mote Summerland,All Summerland,D6,R139,68,0.75
,OF,OF979,Mote Summerland,All Summerland,F1,R812,68,0.5
,SIDEREA,SS83,Mote Summerland,,Unassigned,R133,68,0.5
,MC,MC62,Mote Summerland,All Summerland,E3,R1538,68,0.25
,OF,OF697,Mote Summerland,All Summerland,E5,R945,68,0.25
,ASTREOIDES,PA86,Mote Summerland,All Summerland,D1,R1744,68,0.25
,SIDEREA,SS83,Mote Summerland,All Summerland,C2,ISLA133,68,0.25
,PC,PC30,Mote Looe Key [In Situ],,,PC-30,68,0
,OF,OF995,Mote Summerland,All Summerland,F6,R1184,67,0.75
,OF,OF1004,Mote Summerland,All Summerland,B3,R994,67,0.5
,PS,PS17,Mote Summerland,All Summerland,D3,R1462,67,0.5
,PS,PS6,Mote Summerland,All Summerland,E3,R855,67,0.5
,OF,OF3,Mote Summerland,All Summerland,B5,R1583,67,0.75
,PS,PS17,Mote Summerland,All Summerland,B6,R1539,67,0.25
,MC,MC60,Mote Summerland,All Summerland,B1,R1949,67,0.25
,PC,PC31,Mote Looe Key [In Situ],,,PC-31,67,0
,OF,OF988,Mote Summerland,All Summerland,E4,R758,66,0.75
,OF,OF980,Mote Summerland,All Summerland,F5,R854,66,0.75
,MC,MC59,Mote Summerland,All Summerland,E3,R1456,66,0.25
,OF,OF999,Mote Summerland,All Summerland,E1,R840,65,0.5
,PC,PC19,Mote Summerland,All Summerland,E6,R596,65,0.75
,ASTREOIDES,PA113,Mote Summerland,All Summerland,C3,R860,65,0.25
,MC,MC107,Mote Summerland,All Summerland,F5,R1446,65,0.75
,OF,OF328,Mote Summerland,All Summerland,D5,R1423,65,0.5
,OF,OF61,Mote Summerland,All Summerland,B5,R1673,65,0.25
,OF,OF980,Mote Summerland,All Summerland,F4,R1099,65,0.5
,DL,DL285,Mote Summerland,All Summerland,B2,R1094,65,0.25
,AC,AC58,Mote Key Largo [In Situ],,,Red07,65,0
,AC,AC5,Mote Key Largo [In Situ],,,Red10,65,0
,PC,PC13,Mote Looe Key [In Situ],,,PC-13,65,0
,PC,PC28,Mote Looe Key [In Situ],,,PC-28,65,0
,OF,OF977,Mote Summerland,All Summerland,D6,R1091,64,0.75
,OF,OF999,Mote Summerland,All Summerland,D3,R1066,64,0.25
,OF,OF977,Mote Summerland,All Summerland,C6,R750,64,0.75
,PS,PS33,Mote Summerland,All Summerland,F6,R1088,64,0.75
,INTERSEPTA,SI13,Mote Summerland,All Summerland,C3,R1389,64,0.25
,PS,PS9,Mote Summerland,All Summerland,D3,R1527,64,0.5
,PS,PS42,Mote Summerland,All Summerland,F6,R249,64,0.75
,PS,PS49,Mote Summerland,All Summerland,F3,R1463,64,0.5
,OF,OF801,Mote Summerland,All Summerland,A5,R1580,64,0.25
,OF,OF999,Mote Summerland,All Summerland,A4,R1037,64,0.25
,PC,PC19,Mote Looe Key [In Situ],,,PC-19,64,0
,PC,PC19,Mote Looe Key [In Situ],,,PC-19,64,0
,OF,OF976,Mote Summerland,All Summerland,B3,R238,63,0.75
,PC,PC13,Mote Summerland,All Summerland,C3,R1299,63,0.5
,CN,CN7,Mote Looe Key [In Situ],,,CN-7/31,63,0
,DS,DS6,Mote Summerland,All Summerland,A1,R40,63,0.25
,PC,PC16,Mote Looe Key [In Situ],,,PC-16,63,0
,PC,PC33,Mote Looe Key [In Situ],,,PC-33,63,0
,OF,OF980,Mote Summerland,All Summerland,H1,R874,62,0.5
,OF,OF999,Mote Summerland,All Summerland,D3,R1278,62,0.25
,OF,OF999,Mote Summerland,All Summerland,D3,R1071,62,0.5
,OF,OF999,Mote Summerland,All Summerland,D3,R1303,62,0.25
,OF,OF999,Mote Summerland,All Summerland,D3,R1148,62,0.25
,ASTREOIDES,PA50,Mote Summerland,All Summerland,C3,R1003,62,0.25
,SIDEREA,SS160,Mote Summerland,All Summerland,C2,R556,62,0.25
,INTERSEPTA,SI13,Mote Summerland,All Summerland,C6,R1392,62,0.25
,PS,PS49,Mote Summerland,All Summerland,B2,R2016,62,0.25
,OF,OF985,Mote Summerland,All Summerland,B2,R814,62,0.25
,OF,OF1005,Mote Summerland,All Summerland,A4,R811,62,0.25
,OF,OF999,Mote Summerland,All Summerland,E1,R1140,61,0.5
,OF,OF999,Mote Summerland,All Summerland,D3,R1000,61,0.25
,OF,OF1005,Mote Summerland,All Summerland,B3,R1364,61,0.75
,OF,OF1006,Mote Summerland,All Summerland,C2,R1188,61,0.75
,MC,MC60,Mote Summerland,All Summerland,A1,R1398,61,0.25
,OF,OF773,Mote Summerland,All Summerland,E3,R1548,61,0.5
,INTERSEPTA,SI11,Mote Summerland,All Summerland,C1,R4 ,61,0.5
,PS,PS49,Mote Summerland,All Summerland,F3,R1114,61,0.5
,PS,PS49,Mote Summerland,All Summerland,A6,R1589,61,0.25
,PS,PS1,Mote Summerland,All Summerland,B2,R1204,61,0.25
,DL,DL3,Mote Summerland,All Summerland,B2,R515,61,0.25
,OF,OF993,Mote Summerland,All Summerland,F7,R1240,61,1
,OF,OF671,Mote Summerland,All Summerland,B6,R1391,61,0.25
,OF,OF994,Mote Summerland,All Summerland,B6,R303,61,0.25
,OF,OF1002,Mote Summerland,All Summerland,B6,R668,61,0.25
,PS,PS24,Mote Looe Key [In Situ],,,PS MIX2,61,0
,PC,PC15,Mote Looe Key [In Situ],,,PC-15,61,0
,OF,OF980,Mote Summerland,All Summerland,F1,R806,60,0.5
,OF,OF977,Mote Summerland,All Summerland,D5,R693,60,0.5
,ASTREOIDES,PA129,Mote Summerland,All Summerland,C5,R827,60,0.25
,ASTREOIDES,PA129,Mote Summerland,All Summerland,C4,R599,60,0.75
,ASTREOIDES,PA129,Mote Summerland,All Summerland,C4,R801,60,0.75
,ASTREOIDES,PA129,Mote Summerland,All Summerland,C4,R1073,60,0.25
,OF,OF1005,Mote Summerland,All Summerland,E4,R449,60,0.75
,OF,OF1004,Mote Summerland,All Summerland,E4,R1432,60,0.75
,PC,PC19,Mote Summerland,All Summerland,D3,R1558,60,0.5
,INTERSEPTA,SI13,Mote Summerland,All Summerland,C1,R5,60,0.5
,INTERSEPTA,SI13,Mote Summerland,All Summerland,C4,R8,60,0.5
,PS,PS50,Mote Summerland,All Summerland,D1,R1027,60,0.5
,OF,OF1035,Mote Summerland,All Summerland,D1,R1624,60,0.5
,SIDEREA,SS40,Mote Summerland,,Unassigned,R108,60,0.25
,OF,OF999,Mote Summerland,All Summerland,E1,R1142,60,0.5
,AC,AC94,Mote Looe Key [In Situ],,,AC-94,60,0
,AC,AC725,Mote Looe Key [In Situ],,,AC-725,60,0
,PC,PC19,Mote Summerland,All Summerland,B5,R1018,60,0.25
,DL,DL3,Mote Summerland,All Summerland,B2,R1671,60,0.25
,OF,OF993,Mote Summerland,All Summerland,B2,R1800,60,0.25
,MC,MC59,Mote Summerland,All Summerland,B1,R1551,60,0.25
,AC,AC51,Mote Key Largo [In Situ],,,Blue29,60,0
,PA,PA406,Mote Summerland,All Summerland,A2,R1678,60,0.25
,OF,OF999,Mote Summerland,All Summerland,D3,R856,60,0.25
,OF,OF999,Mote Summerland,All Summerland,D3,R1168,60,0.25
,AC,AC51,Mote Key Largo [In Situ],,,Red09,60,0
,AC,AC2528,Mote Looe Key [In Situ],,,CU-076,60,0
,DL,DL17,Mote Looe Key [In Situ],,,DL MIX1,60,0
,PC,PC32,Mote Looe Key [In Situ],,,PC-32,60,0
,OF,OF977,Mote Summerland,All Summerland,D6,R864,59,0.75
,ASTREOIDES,PA129,Mote Summerland,All Summerland,G9,R1145,59,0.5
,ASTREOIDES,PA107,Mote Summerland,All Summerland,G9,R215,59,0.25
,OF,OF977,Mote Summerland,All Summerland,E4,R703,59,0.5
,INTERSEPTA,SI12,Mote Summerland,All Summerland,C4,R1020,59,0.5
,ASTREOIDES,PA129,Mote Summerland,All Summerland,C5,R458,59,0.25
,PS,PS9,Mote Summerland,All Summerland,E1,R1454,59,0.25
,INTERSEPTA,SI13,Mote Summerland,All Summerland,C5,R17,59,0.25
,DL,DL190,Mote Summerland,All Summerland,D1,R404,59,0.25
,OF,OF1035,Mote Summerland,All Summerland,D2,R1658,59,0.25
,OF,OF985,Mote Summerland,All Summerland,F5,R1313,59,0.75
,MC,MC107,Mote Summerland,All Summerland,C1,R888,59,0.25
,OF,OF701,Mote Summerland,All Summerland,A2,R1315,59,0.25
,CN,CN12,Mote Looe Key [In Situ],,,CN-12/39,59,0
,OF,OF1005,Mote Summerland,All Summerland,F3,R1070,58,0.75
,OF,OF977,Mote Summerland,All Summerland,D5,R1083,58,0.5
,MC,MC112,Mote Summerland,All Summerland,C6,R1373,58,0.75
,OF,OF977,Mote Summerland,All Summerland,B3,R601,58,0.75
,ASTREOIDES,PA129,Mote Summerland,All Summerland,C5,R849,58,1
,INTERSEPTA,SI11,Mote Summerland,All Summerland,C4,R327,58,0.25
,OF,OF987,Mote Summerland,All Summerland,F1,R908,58,0.25
,MC,MC112,Mote Summerland,All Summerland,F5,R1388,58,1
,INTERSEPTA,SI11,Mote Summerland,All Summerland,E3,R621,58,0.25
,OF,OF983,Mote Summerland,All Summerland,F5,R1947,58,0.75
,PS,PS49,Mote Summerland,All Summerland,A6,R1603,58,0.25
,PC,PC55,Mote Summerland,All Summerland,F6,R1547,58,0.75
,AC,AC47,Mote Looe Key [In Situ],,,AC-47,58,0
,OF,OF980,Mote Summerland,All Summerland,F1,R107,57,0.5
,OF,OF677,Mote Summerland,All Summerland,E5,R881,57,0.5
,OF,OF61,Mote Summerland,All Summerland,A6,R1630,57,0.25
,OF,OF924,Mote Looe Key [In Situ],,,OF-UNK,57,0
,MC,MC111,Mote Summerland,All Summerland,F4,R1411,57,0.5
,OF,OF947,Mote Islamorada [In Situ],,,Blue05,57,0
,OF,OF1034,Mote Islamorada [In Situ],,,Red82,57,0
,OF,OF982,Mote Summerland,All Summerland,C6,R1298,56,0.75
,PC,PC19,Mote Summerland,All Summerland,F4,R1221,56,0.75
,OF,OF995,Mote Summerland,All Summerland,Q10,R365,56,0.5
,SIDEREA,SS160,Mote Summerland,All Summerland,C2,R870,56,0.25
,INTERSEPTA,SI32,Mote Summerland,All Summerland,D1,R749,56,0.25
,FRANKSI,OK1,Mote Summerland,All Summerland,A6,R1623,56,0.25
,MC,MC206,Mote Summerland,All Summerland,B2,R1203,56,0.5
,DL,DL183,Mote Summerland,All Summerland,B6,R1253,56,0.5
,INTERSEPTA,SI11,Mote Summerland,All Summerland,C5,R1139,56,0.5
,OF,OF999,Mote Summerland,All Summerland,D3,R969,56,0.25
,SB,SB13,Mote Summerland,All Summerland,A4,R6,56,0.25
,OF,OF980,Mote Summerland,All Summerland,E6,R1026,55,0.75
,OF,OF686,Mote Summerland,All Summerland,D5,R223,55,0.5
,OF,OF999,Mote Summerland,All Summerland,C2,R1209,55,0.25
,OF,OF1006,Mote Summerland,All Summerland,D2,R121,55,0.5
,OF,OF985,Mote Summerland,All Summerland,D3,R420,55,0.5
,OF,OF1004,Mote Summerland,All Summerland,C5,R402,55,0.25
,ASTREOIDES,PA129,Mote Summerland,All Summerland,C4,R1004,55,0.75
,OF,OF995,Mote Summerland,All Summerland,E1,R1243,55,0.5
,ASTREOIDES,PA64,Mote Summerland,All Summerland,C3,R1255,55,0.25
,PC,PC50,Mote Key Largo [In Situ],,,Red03,55,0
,PC,PC50,Mote Key Largo [In Situ],,,Red03,55,0
,OF,OF982,Mote Summerland,All Summerland,C6,R1041,54,0.5
,OF,OF1006,Mote Summerland,All Summerland,E6,R123,54,0.75
,OF,OF976,Mote Summerland,All Summerland,F6,R1081,54,0.5
,OF,OF1006,Mote Summerland,All Summerland,E6,R999,54,0.5
,OF,OF977,Mote Summerland,All Summerland,F6,R320,54,0.5
,ASTREOIDES,PA112,Mote Summerland,All Summerland,D4,R268,54,0.25
,FRANKSI,OK1,Mote Summerland,All Summerland,A6,R1964,54,0.25
,MC,MC205,Mote Summerland,All Summerland,E5,R923,54,0.5
,PC,PC26,Mote Key Largo [In Situ],,,Red04,54,0
,PC,PC26,Mote Key Largo [In Situ],,,Blue94,54,0
,DL,DL7,Mote Summerland,All Summerland,F6,R1128,53,1
,OF,OF983,Mote Summerland,All Summerland,F5,R180,53,0.75
,INTERSEPTA,SI3,Mote Summerland,All Summerland,D2,R715,53,0.25
,OF,OF775,Mote Summerland,All Summerland,E5,R252,53,0.25
,DL,DL211,Mote Summerland,All Summerland,D2,R1581,53,0.5
,PS,PS35,Mote Summerland,All Summerland,A5,R1062,53,0.25
,OF,OF1043,Mote Summerland,All Summerland,E5,R869,53,0.25
,MC,MC205,Mote Summerland,All Summerland,E5,R473,53,0.5
,OF,OF993,Mote Summerland,All Summerland,F7,R732,53,1
,AC,AC38,Mote Looe Key [In Situ],,,AC-38,53,0
,OF,OF990,Mote Summerland,All Summerland,F5,R163,52,0.5
,OF,OF990,Mote Summerland,All Summerland,B3,R57,52,0.75
,ASTREOIDES,PA129,Mote Summerland,All Summerland,C5,R792,52,0.25
,INTERSEPTA,SI12,Mote Summerland,All Summerland,C5,R589,52,0.25
,INTERSEPTA,SI11,Mote Summerland,All Summerland,C2,R1610,52,0.25
,PS,PS20,Mote Summerland,All Summerland,F1,R1710,52,0.25
,DL,DL166,Mote Summerland,All Summerland,F1,R1942,52,0.25
,OF,OF96,Mote Summerland,All Summerland,E3,R1480,52,0.25
,PS,PS6,Mote Summerland,All Summerland,B6,R1403,52,0
,AC,AC58,Mote Islamorada [In Situ],,,Red10,52,0
,OF,OF801,Mote Looe Key [In Situ],,,OF MIX4,52,0
,OF,OF100,Mote Summerland,All Summerland,D2,R1618,51,0.25
,ASTREOIDES,PA47,Mote Summerland,All Summerland,G9,R1226,51,0.25
,INTERSEPTA,SI12,Mote Summerland,All Summerland,C4,R612,51,0.5
,ASTREOIDES,PA130,Mote Summerland,All Summerland,C4,R233,51,0.75
,DL,DL3,Mote Summerland,All Summerland,C3,R694,51,0.5
,OF,OF978,Mote Summerland,All Summerland,E4,R1436,51,0.75
,OF,OF675,Mote Summerland,All Summerland,E5,R872,51,0.5
,MC,MC94,Mote Looe Key [In Situ],,,MC-75,51,0
,MC,MC94,Mote Looe Key [In Situ],,,MC-94,51,0
,DL,DL3,Mote Summerland,All Summerland,B2,R1136,51,0.25
,ASTREOIDES,PA86,Mote Summerland,All Summerland,A2,R438,51,0.25
,OF,OF1002,Mote Summerland,All Summerland,F6,R668,50,0.75
,CN,CN80,Mote Summerland,All Summerland,F1,R363,50,1
,PD,PD?,Mote Summerland,All Summerland,E6,R90,50,0.5
,ASTREOIDES,PA103,Mote Summerland,All Summerland,D4,R544,50,0.25
,PS,PS50,Mote Summerland,All Summerland,D1,R1534,50,0.5
,PS,PS37,Mote Summerland,All Summerland,E6,R87,50,0.25
,AC,AC2516,Mote Looe Key [In Situ],,,CU-038,50,0
,DL,DL201,Mote Summerland,All Summerland,F4,R714,50,0.5
,OF,OF993,Mote Summerland,All Summerland,B5,R1637,50,0.25
,OF,OF983,Mote Summerland,All Summerland,B1,R762,50,0.25
,OF,OF983,Mote Summerland,All Summerland,B1,R845,50,0.25
,OF,OF983,Mote Summerland,All Summerland,B1,R845,50,0.25
,OF,OF1042,Mote Summerland,All Summerland,A4,R300,50,0.25
,AC,AC62,Mote Key Largo [In Situ],,,Red05,50,0
,AC,AC62,Mote Key Largo [In Situ],,,Blue25,50,0
,AC,AC2502,Mote Looe Key [In Situ],,,CU-002,50,0
,AC,AC2515,Mote Looe Key [In Situ],,,CU-036,50,0
,PS,PS17,Mote Looe Key [In Situ],,,PS MIX1,50,0
,AC,AC1,Mote Looe Key [In Situ],,,AC-1,50,0
,AC,AC55,Mote Looe Key [In Situ],,,AC-55,50,0
,AC,AC84,Mote Looe Key [In Situ],,,AC-84,50,0
,AC,AC76,Mote Looe Key [In Situ],,,AC-76,50,0
,AC,AC95,Mote Looe Key [In Situ],,,AC-95,50,0
,PC,PC18,Mote Looe Key [In Situ],,,PC-18,50,0
,AC,AC2516,Mote Sand Key [In Situ],,,CU-038,50,0
,OF,OF976,Mote Summerland,All Summerland,E6,R1015,49,0
,OF,OF976,Mote Summerland,All Summerland,F7,R1357,49,0.75
,OF,OF995,Mote Summerland,All Summerland,B3,R862,49,0.75
,PS,PS33,Mote Summerland,All Summerland,F3,R1069,49,0.75
,OF,OF75,Mote Summerland,All Summerland,D1,R519,49,0.5
,FRANKSI,OK1,Mote Summerland,All Summerland,A6,R1625,49,0.25
,OF,OF1005,Mote Summerland,All Summerland,F3,R961,49,0.75
,OF,OF1002,Mote Summerland,All Summerland,B6,R1495,49,0.25
,OF,OF999,Mote Summerland,All Summerland,D3,R1266,49,0.25
,ASTREOIDES,PA104,Mote Summerland,All Summerland,C1,R993,48,0.25
,PC,PC19,Mote Summerland,All Summerland,E4,R566,48,0.5
,OF,OF1006,Mote Summerland,All Summerland,B3,R972,48,0
,OF,OF977,Mote Summerland,All Summerland,C1,R1300,48,0.5
,OF,OF977,Mote Summerland,All Summerland,E6,R1186,48,0.75
,OF,OF1041,Mote Summerland,All Summerland,C2,ISLA120,48,0.25
,PC,PC18,Mote Summerland,All Summerland,D3,R1455,48,0.75
,OF,OF686,Mote Summerland,All Summerland,D5,R1192,48,0.5
,PS,PS36,Mote Summerland,All Summerland,D4,R829,48,1
,PS,PS10,Mote Summerland,All Summerland,B5,R1657,48,0.25
,ASTREOIDES,PA71,Mote Summerland,All Summerland,D1,R1728,48,0.5
,OF,OF985,Mote Summerland,All Summerland,B2,R220,48,0.25
,MC,MC72,Mote Looe Key [In Situ],,,MC-72,48,0
,PS,PS22,Mote Looe Key [In Situ],,,PS-22,48,0
,AC,AC6,Mote Looe Key [In Situ],,,AC-6,48,0
,CN,CN8,Mote Looe Key [In Situ],,,CN MIX1,48,0
,OF,OF991,Mote Summerland,All Summerland,C2,R902,47,0.5
,OF,OF999,Mote Summerland,All Summerland,E3,R1380,47,0.25
,MC,MC112,Mote Summerland,All Summerland,C6,R350,47,0.5
,OF,OF995,Mote Summerland,All Summerland,B3,R353,47,0.75
,OF,OF996,Mote Summerland,All Summerland,E4,R788,47,0.75
,OF,OF993,Mote Summerland,All Summerland,F7,R1247,47,0.75
,MC,MC111,Mote Summerland,All Summerland,F4,R1397,47,0.5
,PS,PS6,Mote Summerland,All Summerland,E3,R755,47,0.5
,MC,MC203,Mote Summerland,All Summerland,E5,R1064,47,0.5
,PC,PC61,Mote Summerland,All Summerland,A6,R1900,47,0.25
,PS,PS32,Mote Summerland,All Summerland,A1,R1491,47,0.25
,PS,PS49,Mote Summerland,All Summerland,A1,R1967,47,0.25
,MC,MC71,Mote Looe Key [In Situ],,,MC-71,47,0
,DL,DL185,Mote Summerland,All Summerland,C1,R1919,46,0.5
,DL,DL21,Mote Looe Key [In Situ],,,DL-21,46,0
,DL,DL23,Mote Looe Key [In Situ],,,DL-23,46,0
